,Age,workclass,People,Education,EduNum,Marriage,WorkType,Family,Race,Sex,capitalgain,capitalloss,hours,Country,Income
12709,50,3,221532,6,12,1,6,1,0,0,0,0,40,0,1
12710,21,2,232577,7,11,0,10,3,0,1,0,0,30,0,0
12711,48,2,168216,5,10,1,5,1,0,0,0,0,40,0,1
12712,27,2,214702,10,15,1,3,1,0,0,0,0,42,0,1
12713,63,2,237620,1,9,1,6,1,0,0,0,0,30,0,0
12714,47,0,54887,9,16,1,3,1,0,0,0,0,40,0,1
12715,37,1,164526,9,16,0,3,0,0,0,14084,0,45,0,1
12716,28,2,224506,5,10,1,5,1,1,0,0,0,40,4,0
12717,58,2,183870,1,9,2,0,0,0,1,0,0,40,0,0
12718,41,2,208330,5,10,1,5,1,0,0,0,0,51,0,0
12719,67,6,168370,5,10,1,5,1,0,0,0,0,40,0,0
12720,62,1,320376,1,9,1,5,2,0,1,0,0,48,0,0
12721,28,2,192384,5,10,1,2,1,0,0,0,0,40,0,1
12722,26,2,167350,15,8,0,2,3,0,0,0,0,40,0,0
12723,46,1,103538,10,15,1,3,1,0,0,0,0,65,0,1
12724,29,2,58522,1,9,1,6,1,0,0,0,0,40,0,0
12725,39,2,191342,0,13,1,6,1,2,0,0,0,40,13,1
12726,25,2,193820,3,14,0,3,3,0,1,0,0,35,0,0
12727,20,2,258490,5,10,0,5,0,0,1,0,0,35,0,0
12728,21,2,56520,5,10,0,0,3,0,0,0,0,40,0,0
12729,25,2,102476,0,13,0,3,0,0,0,0,0,50,0,0
12730,44,6,311357,10,15,1,3,1,0,0,0,0,50,0,1
12731,37,2,166497,1,9,0,0,3,0,0,0,0,38,0,0
12732,50,2,160724,3,14,1,1,1,2,0,7298,0,40,13,1
12733,29,2,338270,1,9,4,0,4,0,1,0,0,40,0,0
12734,18,2,282394,5,10,0,5,3,1,1,0,0,21,0,0
12735,32,2,383269,0,13,0,1,4,0,1,0,0,40,0,0
12736,58,2,119386,7,11,2,0,0,0,1,0,0,60,0,0
12737,50,2,196975,1,9,1,6,1,0,0,0,0,40,0,1
12738,29,2,334221,5,10,0,4,0,0,1,0,0,18,0,0
12739,58,2,27385,1,9,1,1,1,0,0,0,0,60,0,1
12740,29,0,133846,5,10,0,4,3,0,1,0,0,40,0,0
12741,36,2,361888,1,9,1,7,1,0,0,0,0,45,0,1
12742,21,2,230429,1,9,0,6,0,0,0,0,0,35,0,0
12743,49,2,328776,1,9,2,1,4,0,1,0,0,40,0,0
12744,60,2,243829,3,14,2,3,0,0,1,0,0,50,0,0
12745,39,2,306646,5,10,1,5,1,0,0,3103,0,50,0,1
12746,50,2,138179,6,12,1,6,1,0,0,0,1902,40,0,1
12747,30,2,280069,5,10,0,5,0,0,1,0,0,48,0,0
12748,55,2,305759,1,9,2,4,0,0,0,0,0,40,4,0
12749,64,4,164876,1,9,2,7,4,0,0,0,0,20,0,0
12750,29,6,138597,6,12,0,3,5,1,1,0,0,40,0,0
12751,40,2,111483,0,13,1,1,1,0,0,7298,0,40,0,1
12752,42,2,144778,1,9,1,6,1,0,0,0,0,50,0,0
12753,55,2,171015,1,9,6,5,4,0,1,0,0,40,0,0
12754,43,2,112494,1,9,2,7,0,0,0,0,0,45,0,0
12755,28,2,408473,15,8,0,5,0,1,0,0,0,40,0,0
12756,46,0,27802,6,12,1,10,1,0,0,0,0,38,0,1
12757,34,2,236318,1,9,0,9,4,0,0,0,0,40,0,0
12758,47,2,121836,3,14,1,0,2,0,1,7688,0,38,0,1
12759,43,1,315971,3,14,0,1,0,0,1,0,0,40,0,0
12760,24,2,698418,5,10,0,0,3,1,1,0,0,25,0,0
12761,21,2,329530,2,7,1,6,1,0,0,0,0,40,5,0
12762,65,2,194456,0,13,1,6,1,0,0,0,0,40,9,1
12763,20,2,282579,5,10,0,4,0,0,0,0,0,40,0,0
12764,31,0,26401,3,14,2,0,0,0,1,0,0,25,0,0
12765,38,0,364958,1,9,1,0,1,0,0,3464,0,40,0,0
12766,22,2,83998,5,10,0,5,0,0,0,0,0,40,0,0
12767,20,2,94364,5,10,0,3,0,4,1,0,0,20,0,0
12768,44,2,174189,5,10,1,5,1,0,0,0,0,60,0,0
12769,44,4,101967,3,14,1,3,2,0,1,0,0,40,0,0
12770,41,2,146908,9,16,1,3,1,0,0,0,0,60,0,1
12771,38,2,126675,1,9,2,6,0,0,0,0,2205,40,0,0
12772,21,2,31606,5,10,0,4,3,0,1,0,0,25,11,0
12773,24,2,132327,5,10,3,5,4,4,1,0,0,30,19,0
12774,24,2,112459,3,14,0,3,0,0,1,0,0,45,0,0
12775,28,2,48894,1,9,1,0,3,0,1,0,0,40,0,0
12776,39,2,181943,0,13,0,1,0,0,1,0,0,35,0,0
12777,48,2,247685,5,10,2,6,0,0,0,3325,0,40,0,0
12778,24,4,195808,1,9,0,12,0,0,0,0,0,40,0,0
12779,50,2,172052,1,9,1,3,1,2,0,0,0,35,6,1
12780,50,4,50178,5,10,1,6,1,0,0,4064,0,55,0,0
12781,68,2,351711,5,10,1,0,1,0,0,0,0,40,0,0
12782,31,0,190305,3,14,1,3,1,0,0,0,0,50,0,0
12783,22,2,464103,13,2,0,6,0,0,0,0,0,40,27,0
12784,18,5,36348,5,10,0,11,3,0,0,0,0,48,0,0
12785,25,2,120238,1,9,3,9,0,0,0,0,0,40,15,0
12786,28,2,354095,5,10,0,5,0,0,1,0,0,40,0,0
12787,17,4,308901,2,7,0,0,3,0,1,0,0,15,0,0
12788,24,0,208826,9,16,0,3,0,0,1,0,0,99,9,0
12789,20,2,369677,12,6,4,5,0,0,1,0,0,36,0,0
12790,45,3,98524,6,12,1,0,1,0,0,0,0,40,0,1
12791,44,2,239723,5,10,3,6,4,0,1,1506,0,45,0,0
12792,57,2,231232,8,4,1,6,1,0,0,0,0,40,0,0
12793,33,2,236396,0,13,1,5,1,0,0,0,1902,55,0,1
12794,24,5,119156,0,13,0,11,3,0,0,0,0,40,0,0
12795,22,2,320451,5,10,0,12,3,2,0,0,0,24,3,0
12796,41,2,38397,1,9,2,4,0,0,1,0,0,40,0,0
12797,51,6,189183,0,13,1,1,1,0,0,0,0,40,0,0
12798,46,4,199281,0,13,4,3,4,0,0,0,0,40,0,0
12799,52,2,286342,1,9,2,9,0,0,1,0,0,38,0,0
12800,50,2,152810,0,13,1,5,1,0,0,0,0,40,0,1
12801,26,6,176981,0,13,0,0,3,0,1,0,0,50,0,0
12802,17,2,117549,12,6,0,5,5,1,1,0,0,12,0,0
12803,64,2,254797,5,10,1,1,1,0,0,0,0,40,0,0
12804,51,2,133336,1,9,1,10,1,0,0,0,0,40,0,1
12805,28,1,182826,1,9,1,3,1,0,0,0,0,35,0,0
12806,51,2,136224,0,13,2,0,0,0,1,0,0,40,0,0
12807,39,1,134475,0,13,2,0,0,0,0,0,1762,40,0,0
12808,48,2,272778,5,10,2,4,4,0,1,0,0,32,0,0
12809,44,2,279183,5,10,1,4,3,0,1,0,0,40,0,1
12810,47,2,110243,2,7,1,4,1,0,0,0,0,40,0,0
12811,52,2,202071,1,9,6,6,3,0,1,0,0,40,0,0
12812,58,2,197642,5,10,0,0,0,0,1,0,0,39,0,0
12813,19,2,125591,2,7,0,4,0,0,1,0,0,40,0,0
12814,40,2,197462,0,13,1,10,1,0,0,0,0,40,0,1
12815,23,2,238831,5,10,0,0,3,0,0,0,0,40,0,0
12816,31,2,182177,0,13,1,4,1,0,0,0,0,40,30,0
12817,40,4,240504,6,12,1,1,1,0,0,0,0,40,0,1
12818,48,6,125892,5,10,1,5,1,0,0,0,0,38,0,1
12819,46,2,154430,3,14,2,1,0,0,1,0,0,50,0,1
12820,32,2,207685,1,9,1,2,2,1,1,3908,0,40,0,0
12821,50,2,222020,1,9,1,6,1,0,0,0,0,40,0,0
12822,18,2,243240,1,9,0,9,0,0,0,0,0,37,0,0
12823,26,2,158734,3,14,0,1,0,0,1,0,0,30,0,0
12824,36,2,257691,0,13,0,5,0,0,1,0,0,20,0,0
12825,26,2,144483,7,11,2,5,3,0,1,594,0,35,0,0
12826,19,2,209826,5,10,0,5,3,0,1,0,0,15,0,0
12827,53,2,30244,6,12,1,1,1,0,0,15024,0,40,0,1
12828,54,2,133050,5,10,0,5,0,1,0,0,0,41,0,0
12829,29,2,138332,5,10,1,0,3,0,1,0,0,6,0,0
12830,81,2,201398,3,14,6,3,4,0,0,0,0,60,4,0
12831,37,2,526968,3,14,0,3,0,0,1,0,0,38,0,1
12832,40,2,79036,7,11,2,7,0,0,0,0,0,50,0,1
12833,36,2,240323,5,10,6,0,4,1,1,0,0,40,0,0
12834,18,2,270544,15,8,0,0,3,0,1,0,0,30,0,0
12835,44,0,199551,2,7,4,10,0,1,0,0,0,40,0,0
12836,36,2,231052,1,9,4,4,4,1,1,0,0,35,0,0
12837,69,0,203072,9,16,1,3,1,0,0,0,0,50,0,1
12838,17,2,126771,15,8,0,3,3,0,0,0,0,7,0,0
12839,38,2,31848,7,11,1,6,1,0,0,0,0,40,0,1
12840,27,2,328981,1,9,0,9,4,1,0,0,0,40,0,0
12841,52,2,159670,6,12,1,1,1,0,0,0,0,40,0,0
12842,24,2,450695,6,12,0,5,0,0,0,0,0,35,0,0
12843,57,2,182028,0,13,1,1,2,0,1,0,0,40,0,0
12844,19,2,349620,12,6,0,9,3,0,1,0,0,40,0,0
12845,38,2,161066,1,9,2,6,0,3,0,0,0,50,0,0
12846,46,2,213611,8,4,3,14,4,0,1,0,1594,24,27,0
12847,21,2,548303,1,9,1,3,3,0,0,0,0,40,5,1
12848,29,2,150861,5,10,0,0,0,0,1,0,0,40,29,0
12849,33,5,335625,5,10,2,11,0,0,1,0,0,40,0,0
12850,26,2,133766,1,9,1,8,1,0,0,0,0,70,0,0
12851,28,2,200511,1,9,4,8,0,0,0,0,0,55,0,0
12852,26,2,50103,5,10,1,5,2,0,1,0,0,40,0,0
12853,37,5,148266,10,15,1,11,1,0,0,0,0,6,5,0
12854,49,2,177211,0,13,1,4,1,0,0,0,0,40,0,0
12855,28,2,132686,0,13,1,1,1,0,0,0,0,55,0,0
12856,57,3,21626,5,10,2,4,0,0,0,0,0,40,0,0
12857,60,2,52900,8,4,1,7,1,0,0,0,0,40,0,0
12858,20,5,150084,1,9,0,11,3,0,0,0,0,25,0,0
12859,38,2,248886,1,9,1,0,1,0,0,0,0,42,0,0
12860,51,1,118259,1,9,1,6,1,0,0,3137,0,60,0,0
12861,60,2,145493,5,10,2,0,0,0,1,0,0,40,0,0
12862,37,2,219546,0,13,1,1,5,0,0,3411,0,47,0,0
12863,44,3,399155,1,9,0,6,3,1,1,0,0,40,0,0
12864,19,1,227310,5,10,0,4,3,0,1,0,0,25,0,0
12865,59,2,333270,3,14,1,6,2,2,1,0,0,35,13,0
12866,50,2,231495,1,9,1,4,1,0,0,0,0,40,0,0
12867,35,3,133935,0,13,1,6,1,0,0,0,0,40,0,1
12868,46,3,55237,5,10,2,9,4,0,0,0,0,40,0,0
12869,18,2,183034,5,10,0,5,3,1,0,0,0,35,0,0
12870,32,2,245487,11,3,1,9,1,3,0,0,0,40,5,0
12871,32,2,185480,7,11,2,4,4,0,1,0,0,40,0,0
12872,39,2,114251,1,9,1,6,1,0,0,0,0,40,0,1
12873,25,2,181814,1,9,0,6,5,0,1,0,0,40,0,0
12874,30,2,340917,3,14,1,1,1,0,0,15024,0,60,0,1
12875,37,2,241998,0,13,1,10,1,0,0,0,1977,40,0,1
12876,38,6,125324,5,10,1,1,1,0,0,0,0,80,0,1
12877,36,2,34744,6,12,2,4,4,0,1,0,0,37,0,0
12878,56,2,131608,5,10,1,5,1,0,0,0,0,40,0,1
12879,35,3,226916,0,13,6,0,0,0,0,0,0,40,0,1
12880,56,2,124137,1,9,2,0,0,0,0,0,0,41,0,0
12881,17,2,96282,12,6,0,4,3,0,0,0,0,14,0,0
12882,46,2,337050,3,14,1,1,1,0,0,0,1977,45,0,1
12883,56,2,229335,1,9,2,0,0,0,1,0,0,40,0,0
12884,61,0,199495,15,8,1,6,1,0,0,0,0,40,0,0
12885,25,2,111675,5,10,1,5,1,0,0,0,0,43,0,0
12886,27,2,139209,1,9,0,9,4,1,1,0,0,40,0,0
12887,50,1,32372,1,9,1,8,1,0,0,0,0,30,0,0
12888,33,1,203784,7,11,1,8,1,0,0,0,0,62,0,0
12889,33,2,164190,7,11,1,6,1,0,0,7298,0,40,0,1
12890,38,2,64875,5,10,0,8,4,0,0,0,0,60,0,0
12891,51,2,41806,2,7,1,9,1,0,0,0,0,40,0,0
12892,27,2,208725,6,12,0,5,0,0,0,0,0,42,0,0
12893,49,4,79019,3,14,6,3,4,0,1,0,0,16,0,0
12894,26,2,136951,1,9,4,9,4,1,1,0,0,40,0,0
12895,42,2,203554,3,14,1,1,1,0,0,0,0,60,0,1
12896,37,2,252947,0,13,0,9,0,1,0,0,1719,32,0,0
12897,38,2,170861,5,10,0,0,3,0,1,0,0,40,0,0
12898,48,2,199590,1,9,1,4,1,0,0,0,0,40,5,1
12899,41,2,529216,0,13,2,10,4,1,0,7430,0,45,4,1
12900,33,2,195576,1,9,1,1,1,0,0,4386,0,60,0,0
12901,30,2,182177,1,9,0,4,0,0,0,0,0,40,39,0
12902,25,0,183678,0,13,0,3,0,0,1,0,0,50,0,0
12903,50,2,209320,0,13,1,5,1,0,0,0,0,40,0,1
12904,54,6,206862,1,9,1,1,1,0,0,0,0,36,0,1
12905,37,2,168941,2,7,2,6,0,0,0,0,0,40,0,0
12906,59,1,201263,0,13,1,5,1,0,0,15024,0,55,0,1
12907,17,2,75333,12,6,0,5,3,1,1,0,0,24,0,0
12908,65,5,299494,2,7,1,11,1,0,0,1797,0,40,0,0
12909,56,1,163212,1,9,6,0,4,0,1,99999,0,40,0,1
12910,57,2,139290,1,9,2,4,0,0,0,0,0,38,0,0
12911,33,2,400416,12,6,0,4,3,1,0,0,0,20,0,0
12912,41,1,223763,3,14,1,6,1,0,0,0,0,65,0,0
12913,45,2,77927,0,13,6,4,3,2,1,0,0,40,13,0
12914,50,2,175804,1,9,1,5,1,0,0,0,0,48,0,0
12915,18,2,91525,1,9,0,5,5,0,0,0,0,25,0,0
12916,19,2,279968,5,10,0,0,3,0,1,0,0,20,0,0
12917,26,2,77698,5,10,1,3,2,2,1,0,0,40,0,0
12918,61,5,198686,6,12,1,11,1,0,0,0,0,2,0,1
12919,67,5,190340,2,7,1,11,1,0,0,0,0,40,0,0
12920,41,2,113491,5,10,1,3,1,0,0,0,0,40,0,1
12921,29,2,202878,1,9,0,6,0,0,0,0,0,50,0,0
12922,27,2,108431,5,10,0,6,0,1,0,0,0,40,0,0
12923,35,2,194490,1,9,2,0,4,0,1,0,0,38,0,0
12924,37,2,48093,0,13,0,6,0,0,0,0,0,90,0,1
12925,22,2,136824,2,7,0,0,0,0,0,0,0,40,0,0
12926,25,2,143280,12,6,0,14,3,0,1,0,0,24,0,0
12927,26,2,150062,1,9,1,5,1,0,0,0,0,50,0,0
12928,27,4,298510,1,9,2,12,3,0,0,0,0,40,0,0
12929,26,2,177147,0,13,0,0,0,0,0,6849,0,65,0,0
12930,51,2,115025,1,9,1,6,1,0,0,0,0,40,0,0
12931,45,2,350440,1,9,1,1,1,2,0,0,0,40,0,1
12932,60,2,83850,1,9,1,5,1,0,0,0,0,40,0,0
12933,35,2,62669,5,10,1,1,1,0,0,0,0,55,0,1
12934,24,2,229773,1,9,0,9,3,0,0,0,0,40,0,0
12935,40,4,196234,1,9,2,6,3,0,1,0,0,40,7,0
12936,69,5,163595,1,9,6,11,0,0,1,0,0,20,0,0
12937,44,2,157249,0,13,1,3,1,1,0,0,1977,50,0,1
12938,65,2,80174,1,9,2,1,5,0,1,1848,0,50,0,0
12939,52,6,49069,5,10,1,0,2,0,1,0,0,40,0,1
12940,38,2,122952,1,9,4,6,4,0,1,0,0,35,0,0
12941,18,2,123856,2,7,0,5,3,0,1,0,0,49,0,0
12942,24,2,216181,7,11,0,9,3,0,0,0,0,40,0,0
12943,52,2,180062,5,10,1,1,1,0,0,0,0,60,0,0
12944,21,2,188535,1,9,0,9,0,0,0,0,0,44,0,0
12945,67,1,106143,9,16,1,5,1,0,0,20051,0,40,0,1
12946,64,1,170421,5,10,6,6,0,0,1,0,0,8,0,0
12947,25,2,283087,5,10,0,1,3,1,0,0,0,40,0,0
12948,34,3,341051,3,14,1,0,1,0,0,0,0,50,0,1
12949,39,1,34378,1,9,1,8,1,0,0,0,0,50,0,0
12950,26,2,380674,1,9,0,2,3,0,0,0,0,52,0,0
12951,19,2,304469,12,6,0,8,3,0,0,0,0,25,0,0
12952,35,2,99146,1,9,1,1,1,0,0,0,0,50,0,1
12953,26,2,205109,3,14,0,3,0,0,1,0,0,40,0,0
12954,38,2,99156,1,9,4,4,3,0,0,0,0,35,0,0
12955,45,2,97842,5,10,1,9,1,0,0,0,0,65,0,0
12956,18,2,100875,2,7,0,4,4,0,1,0,0,28,0,0
12957,51,2,200576,5,10,2,0,0,0,1,0,0,63,0,0
12958,36,2,355053,1,9,4,4,4,1,1,0,0,28,0,0
12959,18,2,118376,5,10,0,4,3,0,1,0,0,16,4,0
12960,37,4,117760,7,11,0,12,0,0,0,4650,0,40,0,0
12961,37,2,117567,0,13,1,1,1,0,0,0,0,60,0,1
12962,39,3,189632,1,9,1,0,2,0,1,0,0,40,0,1
12963,21,2,170108,5,10,0,4,3,0,0,0,0,40,0,0
12964,46,0,27243,9,16,1,3,1,0,0,7688,0,45,0,1
12965,33,2,192663,1,9,4,5,0,0,1,0,0,35,0,0
12966,23,2,526164,0,13,0,0,4,1,1,0,0,40,0,0
12967,52,1,146579,1,9,2,5,4,1,0,0,0,40,0,0
12968,28,2,60288,1,9,0,0,3,0,1,0,0,40,0,0
12969,23,0,241951,5,10,0,3,0,0,0,0,0,40,0,0
12970,48,6,213140,5,10,1,1,1,0,0,0,0,40,0,1
12971,17,2,218124,2,7,0,5,3,0,1,0,0,20,0,0
12972,22,1,279802,5,10,0,3,3,0,1,0,0,3,0,0
12973,26,2,153078,1,9,0,0,3,2,0,0,0,80,4,1
12974,40,2,167919,1,9,1,6,1,0,0,0,0,40,0,0
12975,90,2,250832,12,6,1,1,1,0,0,0,0,40,0,0
12976,28,2,193158,1,9,2,5,3,0,1,0,0,40,0,0
12977,44,2,172032,1,9,1,7,1,0,0,0,0,40,0,0
12978,29,2,39484,0,13,1,4,1,0,0,7298,0,42,0,1
12979,45,2,84298,7,11,1,1,1,0,0,0,1977,50,0,1
12980,43,2,269015,1,9,1,9,1,1,0,0,0,40,11,1
12981,17,5,262196,12,6,0,11,3,0,0,0,0,8,0,0
12982,49,3,125892,0,13,1,1,1,0,0,0,0,40,0,1
12983,27,2,134890,0,13,0,10,3,0,0,0,0,50,0,0
12984,60,1,261119,1,9,2,6,4,0,1,0,0,40,0,0
12985,33,2,119409,1,9,1,9,2,4,1,0,0,40,16,0
12986,53,1,118793,12,6,1,6,1,0,0,0,0,50,0,1
12987,19,2,184207,5,10,0,5,0,0,0,0,0,40,0,0
12988,28,1,191027,1,9,2,8,0,0,0,0,0,40,0,0
12989,22,2,207782,6,12,0,2,3,0,0,0,0,20,0,0
12990,48,1,209146,1,9,1,7,1,0,0,0,0,60,0,0
12991,76,5,79445,12,6,1,11,1,0,0,1173,0,40,0,0
12992,19,2,187724,5,10,0,4,3,0,1,0,0,25,0,0
12993,28,2,66777,7,11,1,4,5,0,1,3137,0,40,0,0
12994,58,2,158002,5,10,1,5,1,1,0,0,0,40,0,0
12995,19,1,305834,5,10,0,6,3,0,1,0,0,25,0,0
12996,37,5,122265,1,9,2,11,0,2,1,0,0,42,4,0
12997,22,2,211798,5,10,0,6,3,0,0,0,0,40,0,0
12998,52,1,123011,10,15,1,3,1,0,0,0,0,50,0,1
12999,31,2,36302,0,13,1,9,1,0,0,0,0,50,0,0
13000,50,1,176867,9,16,1,3,1,0,0,3781,0,40,0,0
13001,62,2,169204,1,9,6,6,4,0,0,0,0,40,0,0
13002,26,2,38232,0,13,0,3,0,0,0,0,0,50,0,0
13003,64,0,277657,1,9,6,0,0,0,1,0,0,24,0,0
13004,38,2,32271,5,10,1,6,1,0,0,0,0,40,0,0
13005,44,2,116825,10,15,1,3,1,0,0,15024,0,80,0,1
13006,28,1,226198,1,9,2,1,0,0,1,0,0,40,0,0
13007,19,2,28145,1,9,0,4,3,0,1,0,0,52,0,0
13008,39,2,140477,1,9,0,9,0,0,1,0,0,10,0,0
13009,50,2,165050,12,6,1,6,1,0,0,0,0,40,0,1
13010,39,6,202937,3,14,1,3,2,0,1,0,0,40,0,1
13011,36,2,316298,0,13,0,10,3,0,0,0,0,40,0,0
13012,39,2,203070,7,11,1,2,1,0,0,0,0,49,0,0
13013,51,6,103995,6,12,0,5,0,0,1,0,0,25,0,0
13014,28,2,176137,1,9,0,4,3,0,1,0,0,32,0,0
13015,57,1,103948,10,15,1,3,1,0,0,0,0,30,0,1
13016,40,4,39581,10,15,4,3,3,1,1,0,0,40,0,0
13017,27,2,506436,5,10,2,5,4,0,1,0,0,40,31,0
13018,32,2,226975,5,10,0,5,3,0,0,0,1876,60,0,0
13019,49,0,154493,1,9,2,1,4,0,1,0,0,44,0,0
13020,34,1,137223,12,6,0,4,3,0,1,0,0,40,0,0
13021,24,2,102323,1,9,0,9,3,0,0,0,0,40,0,0
13022,54,2,257765,8,4,2,9,0,0,0,0,0,40,27,0
13023,52,2,42924,15,8,1,6,1,0,0,0,0,45,0,0
13024,43,2,167599,2,7,1,2,2,0,1,0,0,25,0,0
13025,84,5,368925,11,3,6,11,0,0,0,0,0,15,0,0
13026,79,5,100881,6,12,1,11,2,0,1,0,0,2,0,1
13027,35,2,52738,5,10,1,9,1,0,0,0,0,46,0,0
13028,56,2,98418,1,9,2,7,0,0,0,0,0,30,0,0
13029,30,2,381153,1,9,0,6,0,0,0,0,0,40,0,0
13030,54,2,103700,1,9,6,4,4,0,1,0,0,40,0,0
13031,35,2,298635,0,13,0,5,0,2,0,0,0,50,0,0
13032,32,2,127895,5,10,0,0,3,1,1,0,0,40,0,0
13033,44,6,212760,0,13,1,1,1,0,0,0,0,60,0,1
13034,32,2,281384,1,9,5,4,5,0,1,0,0,10,0,0
13035,60,2,181200,15,8,1,0,1,0,0,0,0,40,0,0
13036,40,2,257364,5,10,2,4,0,0,0,0,0,45,0,0
13037,50,2,283281,8,4,1,9,1,1,0,0,0,40,0,0
13038,58,2,214502,4,5,1,2,1,0,0,0,0,50,0,1
13039,41,2,69333,1,9,1,6,1,0,0,0,0,45,0,1
13040,28,2,190060,1,9,1,5,1,0,0,0,0,40,0,1
13041,53,2,95864,1,9,0,0,5,0,0,0,0,35,0,0
13042,71,5,144872,5,10,1,11,1,0,0,6514,0,40,0,1
13043,17,5,275778,4,5,0,11,3,0,1,0,0,25,5,0
13044,45,2,27332,1,9,2,5,0,0,1,0,0,40,0,0
13045,23,2,24395,1,9,0,2,3,0,1,0,0,30,0,0
13046,25,2,330695,5,10,1,5,1,0,0,0,0,50,0,0
13047,40,1,171615,5,10,0,6,0,0,0,0,0,35,0,1
13048,28,2,116372,0,13,0,1,0,0,1,0,0,60,0,0
13049,27,2,38599,15,8,0,7,0,0,0,0,0,40,0,0
13050,19,4,202184,5,10,0,0,3,0,0,0,0,15,0,0
13051,24,2,315303,1,9,0,2,3,1,0,0,0,25,0,0
13052,38,2,103456,0,13,4,3,4,0,0,0,0,40,0,0
13053,24,0,163480,3,14,0,0,0,1,1,0,0,40,0,0
13054,18,2,317425,2,7,0,4,3,1,0,0,0,7,0,0
13055,58,2,216941,1,9,2,1,4,0,1,0,0,40,0,0
13056,35,2,116541,3,14,0,3,3,0,0,0,0,44,0,1
13057,43,2,186396,4,5,0,9,0,0,1,0,0,20,0,0
13058,45,2,273194,1,9,1,9,1,1,0,3137,0,35,0,0
13059,24,2,385540,1,9,1,5,1,0,0,0,0,40,5,0
13060,63,2,201631,4,5,1,8,1,1,0,0,0,40,0,0
13061,40,2,439919,4,5,1,9,1,0,0,0,0,40,5,0
13062,21,2,182117,0,13,0,4,5,0,0,0,0,20,0,0
13063,20,0,334113,5,10,1,4,1,0,0,0,0,40,0,0
13064,42,2,184837,1,9,1,9,2,0,1,7298,0,40,0,1
13065,49,5,228372,5,10,1,11,1,0,0,0,0,20,0,1
13066,47,3,211123,1,9,1,6,1,0,0,0,0,40,0,0
13067,48,6,38819,1,9,1,6,1,0,0,0,0,36,0,0
13068,61,2,162391,8,4,1,7,1,0,0,0,1651,40,0,0
13069,23,5,302836,6,12,1,11,1,0,0,0,0,40,25,0
13070,35,0,89040,0,13,1,1,1,0,0,0,0,40,0,1
13071,46,2,264210,5,10,1,8,2,0,1,0,0,20,0,0
13072,18,2,87157,15,8,0,4,3,0,0,0,0,25,0,0
13073,28,1,398918,0,13,0,3,0,0,0,0,0,50,0,1
13074,62,5,123612,0,13,1,11,1,0,0,0,0,4,0,0
13075,20,2,155818,1,9,0,4,3,0,1,0,0,20,0,0
13076,28,2,243660,1,9,1,7,1,0,0,0,0,40,0,0
13077,57,2,134195,1,9,1,5,1,0,0,0,0,40,0,0
13078,56,2,238638,8,4,1,6,1,0,0,0,0,40,0,0
13079,33,2,159929,1,9,1,6,1,0,0,0,0,40,0,0
13080,19,2,198668,1,9,0,2,3,0,0,0,0,40,0,0
13081,29,2,215504,1,9,1,9,1,0,0,0,0,40,0,0
13082,30,2,158002,5,10,0,6,5,0,0,0,0,55,19,0
13083,53,4,35305,0,13,2,3,4,0,1,0,0,57,0,0
13084,25,2,195994,13,2,0,14,0,0,1,0,0,40,27,0
13085,44,0,321824,1,9,1,12,1,0,0,0,0,38,0,0
13086,22,2,180449,5,10,1,2,1,0,0,0,0,28,0,0
13087,40,2,201764,1,9,2,6,0,0,0,0,0,40,0,0
13088,25,2,250038,7,11,0,0,0,0,0,0,0,40,4,0
13089,30,1,226535,8,4,1,8,1,0,0,0,0,40,5,0
13090,51,2,136121,7,11,2,0,4,0,1,0,0,38,0,0
13091,17,2,47199,2,7,0,14,3,0,1,0,0,24,0,0
13092,46,4,215895,0,13,1,12,1,0,0,0,0,40,0,1
13093,50,0,24647,5,10,1,0,1,0,0,0,0,40,0,1
13094,34,2,734193,5,10,0,1,0,0,1,0,0,50,0,0
13095,42,5,321086,3,14,1,11,1,0,0,0,0,50,0,0
13096,41,3,192589,0,13,1,0,1,0,0,0,0,40,0,0
13097,32,2,326283,0,13,0,4,4,4,0,0,0,40,0,0
13098,32,2,207284,1,9,1,9,1,0,0,0,0,40,0,0
13099,47,2,109089,5,10,1,3,1,0,0,0,0,70,0,0
13100,50,2,274528,5,10,1,5,1,0,0,0,0,40,0,0
13101,77,2,142646,8,4,6,14,4,0,1,0,0,23,0,0
13102,33,2,180859,1,9,2,1,0,0,0,0,0,40,0,0
13103,47,6,188610,1,9,1,9,1,0,0,0,0,48,0,0
13104,64,2,169604,2,7,1,7,1,0,0,0,0,40,0,0
13105,34,2,260560,1,9,1,1,1,0,0,0,0,50,0,0
13106,34,4,188245,1,9,0,3,4,1,1,0,0,35,0,0
13107,67,4,103315,3,14,0,1,5,0,1,15831,0,72,0,1
13108,37,4,52465,1,9,0,4,0,0,0,0,0,40,0,0
13109,34,2,737315,0,13,1,3,1,0,0,0,0,40,0,1
13110,22,5,195143,5,10,0,11,3,0,1,0,0,29,0,0
13111,50,1,219420,9,16,2,5,0,0,0,0,0,64,0,0
13112,60,2,198170,0,13,1,1,1,0,0,0,0,45,0,1
13113,46,4,183168,0,13,2,3,4,0,1,0,0,43,0,0
13114,44,2,196545,0,13,1,6,1,0,0,7298,0,40,0,1
13115,43,2,168412,1,9,1,5,5,0,1,0,0,44,15,0
13116,48,2,174386,3,14,1,3,1,0,0,0,0,40,25,1
