,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
588,589,20,1.0,65.0,25095,1.0,1.0,2.0,3.0,1.0,1.0,3.0,20.0,1.0,1.0,1.0,2.0,5,8,1968,2003,5.0,6.0,3.0,6.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1324,1.0,0,113,1437,1.0,1.0,1.0,1.0,1473,0,0,1473,2,0,1,0,1,1,3.0,5,1.0,2,3.0,1.0,1968.0,2.0,1,452,1.0,1.0,1.0,0,48,0,0,60,0,1.0,1.0,1.0,0,6,2009,1.0,3.0,143000
589,590,40,2.0,50.0,9100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,4.0,1.0,2.0,5,6,1930,1960,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0,1.0,0,742,742,1.0,3.0,1.0,3.0,779,0,156,935,0,0,1,0,2,1,2.0,4,1.0,0,1.0,2.0,1988.0,2.0,1,308,1.0,1.0,3.0,0,0,0,0,0,0,1.0,1.0,2.0,600,8,2008,1.0,1.0,79500
590,591,60,1.0,64.0,8320,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,5,2004,2004,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,490,1.0,0,280,770,1.0,1.0,1.0,1.0,770,812,0,1582,0,0,2,1,3,1,1.0,6,1.0,0,1.0,1.0,2004.0,1.0,2,520,1.0,1.0,1.0,0,45,0,0,0,0,1.0,1.0,1.0,0,9,2008,1.0,1.0,185900
591,592,60,1.0,97.0,13478,1.0,1.0,2.0,1.0,1.0,3.0,1.0,11.0,1.0,1.0,1.0,1.0,10,5,2008,2008,1.0,1.0,7.0,7.0,3.0,420.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1338,1.0,0,384,1722,1.0,1.0,1.0,1.0,1728,568,0,2296,1,0,2,1,3,1,3.0,10,1.0,1,3.0,3.0,2008.0,1.0,3,842,1.0,1.0,1.0,382,274,0,0,0,0,1.0,1.0,1.0,0,6,2009,5.0,1.0,451950
592,593,20,1.0,60.0,6600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,5,8,1982,2003,1.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,816,1.0,0,0,816,1.0,1.0,1.0,1.0,816,0,0,816,1,0,1,0,2,1,2.0,4,1.0,0,1.0,2.0,1985.0,3.0,2,816,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,6,2008,1.0,1.0,138000
593,594,120,2.0,0.0,4435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6,5,2003,2003,1.0,1.0,1.0,1.0,1.0,170.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,685,1.0,0,163,848,1.0,1.0,1.0,1.0,848,0,0,848,1,0,1,0,1,1,1.0,4,1.0,0,1.0,1.0,2003.0,3.0,2,420,1.0,1.0,1.0,140,0,0,0,0,0,1.0,1.0,1.0,0,5,2009,1.0,1.0,140000
594,595,20,1.0,88.0,7990,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5,6,1975,1975,2.0,1.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0,1.0,0,924,924,1.0,3.0,1.0,1.0,924,0,0,924,0,0,1,0,3,1,2.0,5,1.0,0,1.0,2.0,1981.0,2.0,1,280,1.0,1.0,1.0,0,0,0,0,0,0,1.0,2.0,1.0,0,4,2008,1.0,1.0,110000
595,596,20,1.0,69.0,11302,1.0,1.0,2.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,2.0,8,5,2005,2006,1.0,1.0,1.0,15.0,1.0,238.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1422,1.0,0,392,1814,1.0,1.0,1.0,1.0,1826,0,0,1826,1,0,2,0,3,1,1.0,7,1.0,1,2.0,1.0,2005.0,3.0,3,758,1.0,1.0,1.0,180,75,0,0,120,0,1.0,1.0,1.0,0,8,2006,2.0,3.0,319000
596,597,70,2.0,60.0,3600,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,6,7,1910,1993,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,684,684,1.0,1.0,2.0,3.0,684,684,0,1368,0,0,1,0,3,1,2.0,7,1.0,0,1.0,2.0,1930.0,2.0,1,216,1.0,2.0,2.0,0,158,0,0,0,0,1.0,1.0,1.0,0,10,2006,1.0,1.0,114504
597,598,120,1.0,53.0,3922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,4.0,2.0,7,5,2006,2007,1.0,1.0,1.0,1.0,1.0,72.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,0,1.0,0,1258,1258,1.0,1.0,1.0,1.0,1402,0,0,1402,0,2,0,2,2,1,1.0,7,1.0,1,3.0,1.0,2006.0,3.0,3,648,1.0,1.0,1.0,120,16,0,0,0,0,1.0,1.0,1.0,0,2,2007,2.0,3.0,194201
598,599,20,1.0,80.0,12984,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5,6,1977,1977,1.0,1.0,8.0,5.0,1.0,459.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1283,6.0,147,0,1430,1.0,1.0,1.0,1.0,1647,0,0,1647,1,0,2,0,3,1,1.0,7,1.0,1,2.0,1.0,1977.0,3.0,2,621,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,3,2006,1.0,1.0,217500
599,600,160,2.0,24.0,1950,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,1.0,5.0,1.0,6,6,1980,1980,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,81,7.0,612,23,716,1.0,3.0,1.0,1.0,716,840,0,1556,1,0,2,1,3,1,2.0,6,1.0,1,2.0,1.0,1980.0,3.0,2,452,1.0,1.0,1.0,161,0,0,0,0,0,1.0,4.0,1.0,0,7,2008,3.0,1.0,151000
600,601,60,1.0,74.0,10927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,8,5,2005,2005,1.0,1.0,1.0,1.0,1.0,280.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,546,1.0,0,512,1058,1.0,1.0,1.0,1.0,1058,846,0,1904,1,0,2,1,3,1,3.0,8,1.0,1,3.0,3.0,2003.0,3.0,2,736,1.0,1.0,1.0,179,60,0,0,0,0,1.0,1.0,1.0,0,6,2006,1.0,1.0,275000
601,602,50,2.0,50.0,9000,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,3.0,6,6,1937,1950,1.0,1.0,3.0,6.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0,1.0,0,780,780,1.0,3.0,1.0,1.0,780,595,0,1375,0,0,1,1,3,1,1.0,6,1.0,1,3.0,2.0,1979.0,2.0,1,544,1.0,1.0,3.0,0,162,0,0,126,0,1.0,1.0,1.0,0,12,2007,1.0,1.0,141000
602,603,60,1.0,80.0,10041,1.0,1.0,2.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,8,5,1992,1992,1.0,1.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,789,1.0,0,119,908,1.0,1.0,1.0,1.0,927,988,0,1915,1,0,2,1,3,1,1.0,8,1.0,1,2.0,1.0,1992.0,3.0,2,506,1.0,1.0,1.0,120,150,0,0,0,0,1.0,1.0,1.0,0,2,2006,1.0,2.0,220000
603,604,160,4.0,30.0,3182,1.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,1.0,7,5,2004,2005,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,600,600,1.0,1.0,1.0,1.0,600,600,0,1200,0,0,2,1,2,1,1.0,4,1.0,0,1.0,2.0,2004.0,1.0,2,480,1.0,1.0,1.0,0,172,0,0,0,0,1.0,1.0,1.0,0,6,2010,1.0,1.0,151000
604,605,20,1.0,88.0,12803,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7,5,2002,2002,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,922,1.0,0,572,1494,1.0,1.0,1.0,1.0,1494,0,0,1494,1,0,2,0,3,1,1.0,6,1.0,1,2.0,1.0,2002.0,1.0,2,530,1.0,1.0,1.0,192,36,0,0,0,0,1.0,1.0,1.0,0,9,2008,1.0,1.0,221000
605,606,60,1.0,85.0,13600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,7,6,1965,1990,1.0,1.0,4.0,4.0,1.0,176.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,454,1.0,0,314,768,1.0,3.0,1.0,1.0,1186,800,0,1986,0,0,2,1,3,1,2.0,7,1.0,3,4.0,1.0,1965.0,2.0,2,486,1.0,1.0,1.0,0,42,0,0,189,0,1.0,1.0,1.0,0,10,2009,1.0,1.0,205000
606,607,20,1.0,82.0,12464,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,5,5,1996,1996,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,732,1.0,0,308,1040,1.0,2.0,1.0,1.0,1040,0,0,1040,1,0,1,0,3,1,1.0,6,1.0,0,1.0,2.0,2000.0,2.0,2,576,1.0,1.0,1.0,168,0,0,0,0,0,1.0,4.0,1.0,0,11,2009,1.0,1.0,152000
607,608,20,1.0,78.0,7800,1.0,1.0,1.0,2.0,1.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,5,8,1948,2002,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,603,1.0,0,293,896,1.0,1.0,1.0,1.0,1112,896,0,2008,1,0,3,0,3,1,3.0,8,1.0,0,1.0,1.0,1948.0,2.0,1,230,1.0,1.0,1.0,103,0,0,0,0,0,1.0,1.0,1.0,0,8,2006,1.0,1.0,225000
608,609,70,1.0,78.0,12168,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,8,6,1934,1998,1.0,1.0,5.0,6.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,428,1.0,0,537,965,1.0,3.0,1.0,1.0,1940,1254,0,3194,0,0,2,1,4,1,2.0,10,1.0,2,3.0,6.0,1934.0,2.0,2,380,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,9,2007,1.0,5.0,359100
609,610,20,1.0,61.0,7943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,4,5,1961,1961,1.0,1.0,1.0,1.0,4.0,192.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,903,1.0,0,126,1029,1.0,2.0,1.0,1.0,1029,0,0,1029,1,0,1,0,3,1,2.0,5,1.0,0,1.0,1.0,1961.0,2.0,1,261,1.0,1.0,1.0,64,0,39,0,0,0,1.0,1.0,1.0,0,4,2007,1.0,1.0,118500
610,611,60,1.0,0.0,11050,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9,5,2000,2000,2.0,1.0,1.0,1.0,1.0,204.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,904,1.0,0,536,1440,1.0,1.0,1.0,1.0,1476,677,0,2153,1,0,2,1,3,1,3.0,8,1.0,2,5.0,1.0,2000.0,3.0,3,736,1.0,1.0,1.0,253,142,0,0,0,0,1.0,1.0,1.0,0,5,2009,1.0,1.0,313000
611,612,80,1.0,0.0,10395,1.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,6.0,6,6,1978,1978,1.0,1.0,4.0,4.0,1.0,233.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,605,1.0,0,427,1032,1.0,3.0,1.0,1.0,1032,0,0,1032,0,1,2,0,3,1,2.0,6,1.0,1,2.0,1.0,1978.0,2.0,2,564,1.0,1.0,1.0,0,0,0,0,0,0,1.0,2.0,2.0,500,7,2007,1.0,1.0,148000
612,613,60,1.0,0.0,11885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,5,2001,2001,1.0,1.0,1.0,1.0,1.0,108.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,990,1.0,0,309,1299,1.0,1.0,1.0,1.0,1299,573,0,1872,1,0,2,1,3,1,3.0,7,1.0,1,2.0,3.0,2001.0,1.0,2,531,1.0,1.0,1.0,160,122,0,0,0,0,1.0,1.0,1.0,0,11,2009,1.0,1.0,261500
613,614,20,1.0,70.0,8402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,5,5,2007,2007,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,206,1.0,0,914,1120,1.0,1.0,1.0,1.0,1120,0,0,1120,0,0,1,0,3,1,2.0,6,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,1.0,0,30,0,0,0,0,1.0,1.0,1.0,0,12,2007,2.0,3.0,147000
614,615,180,2.0,21.0,1491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,4.0,5.0,4,6,1972,1972,1.0,1.0,7.0,7.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,7.0,150,7.0,480,0,630,1.0,1.0,1.0,1.0,630,0,0,630,1,0,1,0,1,1,2.0,3,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,1.0,96,24,0,0,0,0,1.0,1.0,1.0,0,5,2010,1.0,1.0,75500
615,616,85,1.0,80.0,8800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,5.0,6,7,1963,1963,1.0,1.0,2.0,2.0,1.0,156.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,763,1.0,0,173,936,1.0,1.0,1.0,1.0,1054,0,0,1054,1,0,1,0,3,1,1.0,6,1.0,0,1.0,1.0,1963.0,1.0,2,480,1.0,1.0,1.0,120,0,0,0,0,0,1.0,2.0,1.0,0,5,2010,1.0,2.0,137500
616,617,60,1.0,0.0,7861,1.0,1.0,2.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,6,5,2002,2003,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,457,1.0,0,326,783,1.0,1.0,1.0,1.0,807,702,0,1509,1,0,2,1,3,1,1.0,7,1.0,1,3.0,1.0,2002.0,3.0,2,393,1.0,1.0,1.0,100,75,0,0,0,0,1.0,1.0,1.0,0,6,2006,1.0,1.0,183200
617,618,45,1.0,59.0,7227,1.0,1.0,1.0,4.0,1.0,3.0,2.0,12.0,4.0,1.0,1.0,4.0,6,6,1954,1954,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,832,832,1.0,2.0,1.0,1.0,832,0,0,832,0,0,1,0,2,1,1.0,4,1.0,0,1.0,2.0,1962.0,2.0,2,528,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,6,2008,1.0,1.0,105500
618,619,20,1.0,90.0,11694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,9,5,2007,2007,2.0,1.0,7.0,7.0,1.0,452.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,48,1.0,0,1774,1822,1.0,1.0,1.0,1.0,1828,0,0,1828,0,0,2,0,3,1,1.0,9,1.0,1,3.0,1.0,2007.0,2.0,3,774,1.0,1.0,1.0,0,108,0,0,260,0,1.0,1.0,1.0,0,7,2007,2.0,3.0,314813
619,620,60,1.0,85.0,12244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,8,5,2003,2003,2.0,1.0,1.0,1.0,3.0,226.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,871,1.0,0,611,1482,1.0,1.0,1.0,1.0,1482,780,0,2262,1,0,2,1,4,1,1.0,10,1.0,2,3.0,1.0,2003.0,3.0,3,749,1.0,1.0,1.0,168,0,0,0,0,0,1.0,1.0,1.0,0,8,2008,1.0,1.0,305000
620,621,30,1.0,45.0,8248,1.0,2.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,2.0,3,3,1914,1950,1.0,1.0,10.0,9.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,41,1.0,0,823,864,1.0,3.0,2.0,2.0,864,0,0,864,1,0,1,0,2,1,2.0,5,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,2.0,0,0,100,0,0,0,1.0,1.0,1.0,0,9,2008,1.0,1.0,67000
621,622,60,1.0,90.0,10800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,6,7,1974,1997,1.0,1.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,956,5.0,182,384,1522,1.0,3.0,1.0,1.0,1548,1066,0,2614,0,0,2,1,4,1,2.0,9,1.0,1,2.0,1.0,1974.0,1.0,2,624,1.0,1.0,1.0,38,243,0,0,0,0,1.0,1.0,1.0,0,6,2008,1.0,1.0,240000
622,623,20,1.0,71.0,7064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,5,6,1977,1977,1.0,1.0,8.0,5.0,1.0,153.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,560,1.0,0,420,980,1.0,3.0,1.0,1.0,980,0,0,980,0,0,1,0,3,1,2.0,6,1.0,0,1.0,2.0,1986.0,2.0,2,484,1.0,1.0,1.0,192,0,0,0,0,0,1.0,1.0,1.0,0,7,2009,1.0,1.0,135000
623,624,160,4.0,0.0,2117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,1.0,6,5,2000,2000,1.0,1.0,2.0,2.0,1.0,513.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,420,1.0,0,336,756,1.0,1.0,1.0,1.0,756,756,0,1512,0,0,2,1,2,1,1.0,4,1.0,1,2.0,2.0,2000.0,2.0,2,440,1.0,1.0,1.0,0,32,0,0,0,0,1.0,1.0,1.0,0,6,2007,1.0,1.0,168500
624,625,60,1.0,80.0,10400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,6,5,1972,1972,1.0,1.0,1.0,1.0,2.0,288.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,247,1.0,0,485,732,1.0,2.0,1.0,1.0,1012,778,0,1790,1,0,1,2,4,1,2.0,8,4.0,1,2.0,1.0,1972.0,1.0,2,484,1.0,1.0,1.0,148,0,0,0,147,0,1.0,1.0,1.0,0,11,2006,1.0,1.0,165150
625,626,20,1.0,87.0,10000,1.0,1.0,2.0,1.0,1.0,3.0,1.0,12.0,1.0,1.0,1.0,2.0,6,6,1962,1962,2.0,1.0,3.0,6.0,1.0,261.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,1116,1116,1.0,3.0,1.0,1.0,1116,0,0,1116,0,0,1,1,3,1,2.0,5,1.0,0,1.0,1.0,1962.0,2.0,2,440,1.0,1.0,1.0,0,0,0,0,385,0,1.0,1.0,1.0,0,2,2010,1.0,1.0,160000
626,627,20,1.0,0.0,12342,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,5,5,1960,1978,2.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,978,978,1.0,3.0,1.0,1.0,1422,0,0,1422,0,0,1,0,3,1,2.0,6,2.0,1,2.0,1.0,1960.0,1.0,1,286,1.0,1.0,1.0,0,0,36,0,0,0,1.0,3.0,2.0,600,8,2007,1.0,1.0,139900
627,628,80,1.0,80.0,9600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,6.0,6,6,1955,1972,1.0,1.0,9.0,10.0,1.0,164.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,674,6.0,132,350,1156,1.0,1.0,1.0,1.0,1520,0,0,1520,1,0,1,0,3,1,2.0,7,1.0,2,3.0,6.0,1955.0,1.0,1,364,1.0,1.0,1.0,0,0,189,0,0,0,1.0,1.0,1.0,0,3,2010,1.0,1.0,153000
628,629,60,1.0,70.0,11606,1.0,1.0,2.0,4.0,1.0,1.0,3.0,12.0,1.0,1.0,1.0,1.0,5,5,1969,1969,1.0,1.0,8.0,5.0,1.0,192.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,650,1.0,0,390,1040,1.0,3.0,1.0,1.0,1040,1040,0,2080,0,1,1,2,5,1,4.0,9,1.0,2,2.0,1.0,1969.0,2.0,2,504,1.0,1.0,1.0,335,0,0,0,0,0,1.0,1.0,1.0,0,9,2007,1.0,6.0,135000
629,630,80,1.0,82.0,9020,1.0,1.0,1.0,1.0,1.0,3.0,1.0,12.0,2.0,1.0,1.0,6.0,6,5,1964,1964,1.0,2.0,8.0,6.0,1.0,259.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,624,5.0,336,288,1248,1.0,3.0,1.0,1.0,1350,0,0,1350,1,0,1,1,3,1,2.0,6,1.0,0,1.0,1.0,1964.0,1.0,2,520,1.0,1.0,1.0,176,0,0,0,0,0,1.0,4.0,1.0,0,6,2008,1.0,1.0,168500
630,631,70,2.0,50.0,9000,1.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,4.0,1.0,1.0,1.0,5,6,1880,1991,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,5.0,4.0,1.0,3.0,0,1.0,0,636,636,1.0,3.0,1.0,3.0,1089,661,0,1750,0,0,1,0,3,1,3.0,8,1.0,0,1.0,2.0,1937.0,2.0,1,240,2.0,5.0,2.0,0,0,293,0,0,0,1.0,2.0,1.0,0,6,2006,1.0,2.0,124000
631,632,120,1.0,34.0,4590,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,5.0,2.0,8,5,2006,2006,1.0,1.0,1.0,1.0,3.0,108.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,24,1.0,0,1530,1554,1.0,1.0,1.0,1.0,1554,0,0,1554,0,0,2,0,2,1,1.0,6,1.0,1,3.0,1.0,2006.0,1.0,2,627,1.0,1.0,1.0,156,73,0,0,0,0,1.0,1.0,1.0,0,8,2007,1.0,1.0,209500
632,633,20,1.0,85.0,11900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,7,5,1977,1977,2.0,1.0,8.0,5.0,1.0,209.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,822,1.0,0,564,1386,1.0,3.0,1.0,1.0,1411,0,0,1411,0,0,2,0,3,1,2.0,6,1.0,1,2.0,1.0,1977.0,3.0,2,544,1.0,1.0,1.0,192,0,0,0,0,0,1.0,1.0,1.0,0,4,2009,1.0,6.0,82500
633,634,20,1.0,80.0,9250,1.0,1.0,1.0,1.0,1.0,3.0,1.0,12.0,1.0,1.0,1.0,2.0,5,7,1954,2005,1.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,480,6.0,468,108,1056,1.0,3.0,1.0,1.0,1056,0,0,1056,0,1,1,0,3,1,2.0,6,1.0,0,1.0,1.0,1954.0,2.0,1,260,1.0,1.0,1.0,390,0,0,0,0,0,1.0,1.0,1.0,0,7,2007,1.0,1.0,139400
634,635,90,1.0,64.0,6979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,5.0,6,5,1980,1980,1.0,1.0,8.0,5.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1056,1.0,0,0,1056,1.0,2.0,1.0,1.0,1056,0,0,1056,2,0,0,0,0,2,2.0,4,1.0,0,1.0,2.0,1980.0,2.0,2,576,1.0,1.0,1.0,264,56,0,0,0,0,1.0,4.0,2.0,600,6,2010,1.0,1.0,144000
635,636,190,5.0,60.0,10896,1.0,3.0,1.0,2.0,1.0,1.0,1.0,24.0,2.0,1.0,2.0,8.0,6,7,1914,1995,2.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,2.0,2.0,4.0,1.0,7.0,256,1.0,0,1184,1440,1.0,1.0,1.0,3.0,1440,1440,515,3395,0,0,2,0,8,2,4.0,14,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,2.0,0,110,0,0,0,0,1.0,1.0,1.0,0,3,2007,1.0,2.0,200000
636,637,30,2.0,51.0,6120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2,3,1936,1950,1.0,1.0,9.0,10.0,2.0,0.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,0,1.0,0,264,264,3.0,4.0,2.0,3.0,800,0,0,800,0,0,1,0,1,1,4.0,4,3.0,1,6.0,5.0,0.0,4.0,0,0,4.0,3.0,2.0,0,0,0,0,0,0,1.0,1.0,1.0,0,1,2009,7.0,1.0,60000
637,638,190,2.0,50.0,6000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,5,4,1954,1954,1.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,811,811,1.0,3.0,1.0,3.0,811,576,0,1387,0,0,2,0,3,2,1.0,7,1.0,0,1.0,3.0,1954.0,2.0,1,256,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,11,2009,1.0,1.0,93000
